score_differential,yardline_100,game_date,defteam,home_team,away_team,posteam,posteam_type,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,qtr,down,goal_to_go,shotgun,no_huddle,play_type,ColumnA
-8,36,9/10/2017,BUF,BUF,NYJ,NYJ,away,274,1174,1174,Half2,0,15,3,2,0,Yes,No,pass,"short,right,short,right"
-8,31,9/10/2017,BUF,BUF,NYJ,NYJ,away,235,1135,1135,Half2,0,15,3,1,0,Yes,No,run,"left,guard,left,guard"
-8,30,9/10/2017,BUF,BUF,NYJ,NYJ,away,192,1092,1092,Half2,0,15,3,2,0,Yes,No,pass,"short,left,short,left"
-8,9,9/10/2017,BUF,BUF,NYJ,NYJ,away,155,1055,1055,Half2,0,15,3,1,1,Yes,No,pass,"short,right,short,right"
-8,1,9/10/2017,BUF,BUF,NYJ,NYJ,away,144,1044,1044,Half2,0,15,3,2,1,No,No,pass,"short,right,short,right"
-8,1,9/10/2017,BUF,BUF,NYJ,NYJ,away,140,1040,1040,Half2,0,15,3,3,1,No,No,pass,"short,right,short,right"
2,80,9/10/2017,NYJ,BUF,NYJ,BUF,home,120,1020,1020,Half2,0,16,3,1,0,No,No,pass,"short,right,short,right"
2,80,9/10/2017,NYJ,BUF,NYJ,BUF,home,108,1008,1008,Half2,0,16,3,2,0,Yes,No,run,"middle,middle"
2,72,9/10/2017,NYJ,BUF,NYJ,BUF,home,74,974,974,Half2,0,16,3,3,0,Yes,No,pass,"deep,left,deep,left"
2,54,9/10/2017,NYJ,BUF,NYJ,BUF,home,36,936,936,Half2,0,16,3,1,0,No,No,run,"right,guard,right,guard"
2,53,9/10/2017,NYJ,BUF,NYJ,BUF,home,900,900,900,Half2,0,16,4,2,0,No,No,run,"middle,middle"
2,26,9/10/2017,NYJ,BUF,NYJ,BUF,home,857,857,857,Half2,0,16,4,1,0,No,No,run,"left,guard,left,guard"
2,26,9/10/2017,NYJ,BUF,NYJ,BUF,home,839,839,839,Half2,0,16,4,2,0,No,No,pass,"short,left,short,left"
2,4,9/10/2017,NYJ,BUF,NYJ,BUF,home,807,807,807,Half2,0,16,4,1,1,No,No,run,"left,guard,left,guard"
-9,83,9/10/2017,BUF,BUF,NYJ,NYJ,away,762,762,762,Half2,0,17,4,1,0,Yes,No,pass,"short,left,short,left"
-9,81,9/10/2017,BUF,BUF,NYJ,NYJ,away,725,725,725,Half2,0,17,4,2,0,No,No,run,"middle,middle"
-9,80,9/10/2017,BUF,BUF,NYJ,NYJ,away,678,678,678,Half2,0,17,4,3,0,Yes,No,run,"left,guard,left,guard"
-9,69,9/10/2017,BUF,BUF,NYJ,NYJ,away,655,655,655,Half2,0,17,4,1,0,Yes,No,pass,"short,left,short,left"
-9,65,9/10/2017,BUF,BUF,NYJ,NYJ,away,621,621,621,Half2,0,17,4,2,0,Yes,No,run,"middle,middle"
-9,61,9/10/2017,BUF,BUF,NYJ,NYJ,away,580,580,580,Half2,0,17,4,3,0,Yes,No,pass,"short,left,short,left"
9,96,9/10/2017,NYJ,BUF,NYJ,BUF,home,565,565,565,Half2,0,18,4,1,0,No,No,run,"middle,middle"
9,94,9/10/2017,NYJ,BUF,NYJ,BUF,home,532,532,532,Half2,0,18,4,2,0,No,No,run,"right,guard,right,guard"
9,95,9/10/2017,NYJ,BUF,NYJ,BUF,home,497,497,497,Half2,0,18,4,3,0,Yes,No,pass,"short,left,short,left"
-9,39,9/10/2017,BUF,BUF,NYJ,NYJ,away,451,451,451,Half2,0,19,4,1,0,Yes,No,pass,"short,left,short,left"
-9,39,9/10/2017,BUF,BUF,NYJ,NYJ,away,447,447,447,Half2,0,19,4,2,0,Yes,No,pass,"short,left,short,left"
-9,37,9/10/2017,BUF,BUF,NYJ,NYJ,away,404,404,404,Half2,0,19,4,3,0,Yes,No,pass,"short,right,short,right"
9,77,9/10/2017,NYJ,BUF,NYJ,BUF,home,393,393,393,Half2,0,20,4,1,0,No,No,run,"right,guard,right,guard"
9,72,9/10/2017,NYJ,BUF,NYJ,BUF,home,353,353,353,Half2,0,20,4,2,0,No,No,run,"left,end,left,end"
9,75,9/10/2017,NYJ,BUF,NYJ,BUF,home,311,311,311,Half2,0,20,4,3,0,Yes,No,pass,"short,right,short,right"
-9,58,9/10/2017,BUF,BUF,NYJ,NYJ,away,298,298,298,Half2,0,21,4,1,0,No,No,pass,"short,right,short,right"
-9,68,9/10/2017,BUF,BUF,NYJ,NYJ,away,282,282,282,Half2,0,21,4,2,0,Yes,No,pass,"short,left,short,left"
-9,68,9/10/2017,BUF,BUF,NYJ,NYJ,away,278,278,278,Half2,0,21,4,3,0,Yes,No,pass,"short,middle,short,middle"
9,83,9/10/2017,NYJ,BUF,NYJ,BUF,home,231,231,231,Half2,0,22,4,1,0,No,No,run,"middle,middle"
9,81,9/10/2017,NYJ,BUF,NYJ,BUF,home,222,222,222,Half2,0,22,4,2,0,No,No,run,"middle,middle"
9,80,9/10/2017,NYJ,BUF,NYJ,BUF,home,217,217,217,Half2,0,22,4,3,0,No,No,run,"right,end,right,end"
9,71,9/10/2017,NYJ,BUF,NYJ,BUF,home,175,175,175,Half2,0,22,4,1,0,No,No,run,"middle,middle"
9,78,9/10/2017,NYJ,BUF,NYJ,BUF,home,126,126,126,Half2,0,22,4,2,0,No,No,run,"right,tackle,right,tackle"
9,78,9/10/2017,NYJ,BUF,NYJ,BUF,home,120,120,120,Half2,0,22,4,3,0,Yes,No,run,"right,end,right,end"
-9,59,9/10/2017,BUF,BUF,NYJ,NYJ,away,104,104,104,Half2,0,23,4,1,0,Yes,No,pass,"deep,left,deep,left"
0,84,9/10/2017,PHI,WAS,PHI,WAS,home,896,1796,3596,Half1,0,1,1,1,0,Yes,No,pass,"deep,middle,deep,middle"
0,84,9/10/2017,PHI,WAS,PHI,WAS,home,890,1790,3590,Half1,0,1,1,2,0,No,No,run,"left,tackle,left,tackle"
0,85,9/10/2017,PHI,WAS,PHI,WAS,home,852,1752,3552,Half1,0,1,1,3,0,Yes,No,pass,"short,middle,short,middle"
0,73,9/10/2017,PHI,WAS,PHI,WAS,home,811,1711,3511,Half1,0,1,1,1,0,No,No,run,"right,end,right,end"
0,74,9/10/2017,PHI,WAS,PHI,WAS,home,772,1672,3472,Half1,0,1,1,2,0,Yes,No,pass,"short,left,short,left"
0,74,9/10/2017,PHI,WAS,PHI,WAS,home,769,1669,3469,Half1,0,1,1,3,0,Yes,No,pass,"deep,right,deep,right"
0,56,9/10/2017,WAS,WAS,PHI,PHI,away,755,1655,3455,Half1,0,2,1,1,0,No,No,pass,"deep,middle,deep,middle"
0,56,9/10/2017,WAS,WAS,PHI,PHI,away,747,1647,3447,Half1,0,2,1,2,0,No,No,pass,
-7,75,9/10/2017,PHI,WAS,PHI,WAS,home,688,1588,3388,Half1,0,3,1,1,0,No,No,pass,"deep,middle,deep,middle"
-7,75,9/10/2017,PHI,WAS,PHI,WAS,home,683,1583,3383,Half1,0,3,1,2,0,Yes,No,pass,"short,left,short,left"
-7,41,9/10/2017,PHI,WAS,PHI,WAS,home,650,1550,3350,Half1,0,3,1,1,0,No,No,run,"right,tackle,right,tackle"
-7,37,9/10/2017,PHI,WAS,PHI,WAS,home,610,1510,3310,Half1,0,3,1,2,0,Yes,No,pass,"short,left,short,left"
-7,37,9/10/2017,PHI,WAS,PHI,WAS,home,606,1506,3306,Half1,0,3,1,3,0,Yes,No,pass,
7,48,9/10/2017,WAS,WAS,PHI,PHI,away,598,1498,3298,Half1,0,4,1,1,0,Yes,No,pass,"short,left,short,left"
7,57,9/10/2017,WAS,WAS,PHI,PHI,away,556,1456,3256,Half1,0,4,1,1,0,No,No,run,"right,end,right,end"
7,51,9/10/2017,WAS,WAS,PHI,PHI,away,513,1413,3213,Half1,0,4,1,2,0,Yes,No,pass,"short,right,short,right"
7,45,9/10/2017,WAS,WAS,PHI,PHI,away,477,1377,3177,Half1,0,4,1,3,0,Yes,No,pass,"short,left,short,left"
7,35,9/10/2017,WAS,WAS,PHI,PHI,away,436,1336,3136,Half1,0,4,1,1,0,No,No,run,"left,end,left,end"
7,34,9/10/2017,WAS,WAS,PHI,PHI,away,397,1297,3097,Half1,0,4,1,2,0,Yes,No,run,
-7,60,9/10/2017,PHI,WAS,PHI,WAS,home,381,1281,3081,Half1,0,5,1,1,0,No,No,run,"left,end,left,end"
-7,56,9/10/2017,PHI,WAS,PHI,WAS,home,343,1243,3043,Half1,0,5,1,2,0,Yes,No,run,"middle,middle"
-7,46,9/10/2017,PHI,WAS,PHI,WAS,home,302,1202,3002,Half1,0,5,1,3,0,Yes,No,pass,"deep,right,deep,right"
7,87,9/10/2017,WAS,WAS,PHI,PHI,away,289,1189,2989,Half1,0,6,1,1,0,No,No,run,"right,end,right,end"
7,83,9/10/2017,WAS,WAS,PHI,PHI,away,254,1154,2954,Half1,0,6,1,2,0,No,No,run,"left,guard,left,guard"
7,78,9/10/2017,WAS,WAS,PHI,PHI,away,211,1111,2911,Half1,0,6,1,3,0,Yes,No,run,"left,end,left,end"
7,39,9/10/2017,WAS,WAS,PHI,PHI,away,163,1063,2863,Half1,0,7,1,1,0,No,No,pass,"short,right,short,right"
7,32,9/10/2017,WAS,WAS,PHI,PHI,away,117,1017,2817,Half1,0,7,1,2,0,No,No,run,"middle,middle"
7,28,9/10/2017,WAS,WAS,PHI,PHI,away,71,971,2771,Half1,0,7,1,1,0,No,No,pass,"short,left,short,left"
7,14,9/10/2017,WAS,WAS,PHI,PHI,away,27,927,2727,Half1,0,7,1,1,0,No,No,run,"right,tackle,right,tackle"
7,8,9/10/2017,WAS,WAS,PHI,PHI,away,900,900,2700,Half1,0,7,2,2,0,No,No,pass,"short,right,short,right"
7,3,9/10/2017,WAS,WAS,PHI,PHI,away,856,856,2656,Half1,0,7,2,1,1,Yes,No,run,"right,guard,right,guard"
7,1,9/10/2017,WAS,WAS,PHI,PHI,away,813,813,2613,Half1,0,7,2,2,1,No,No,pass,"short,middle,short,middle"
-13,76,9/10/2017,PHI,WAS,PHI,WAS,home,798,798,2598,Half1,0,8,2,1,0,No,No,run,"left,end,left,end"
-13,70,9/10/2017,PHI,WAS,PHI,WAS,home,760,760,2560,Half1,0,8,2,2,0,No,No,run,"left,end,left,end"
-13,68,9/10/2017,PHI,WAS,PHI,WAS,home,726,726,2526,Half1,0,8,2,3,0,No,No,run,"right,end,right,end"
-13,64,9/10/2017,PHI,WAS,PHI,WAS,home,695,695,2495,Half1,0,8,2,1,0,No,No,run,"left,guard,left,guard"
-13,65,9/10/2017,PHI,WAS,PHI,WAS,home,660,660,2460,Half1,0,8,2,2,0,Yes,No,run,"right,end,right,end"
-13,64,9/10/2017,PHI,WAS,PHI,WAS,home,620,620,2420,Half1,0,8,2,3,0,Yes,No,pass,"short,left,short,left"
13,94,9/10/2017,WAS,WAS,PHI,PHI,away,566,566,2366,Half1,0,9,2,1,0,No,No,pass,"short,right,short,right"
13,80,9/10/2017,WAS,WAS,PHI,PHI,away,523,523,2323,Half1,0,9,2,1,0,Yes,No,pass,"short,middle,short,middle"
7,75,9/10/2017,WAS,WAS,PHI,PHI,away,510,510,2310,Half1,0,10,2,1,0,No,No,run,"left,end,left,end"
7,73,9/10/2017,WAS,WAS,PHI,PHI,away,441,441,2241,Half1,0,10,2,2,0,Yes,No,pass,"short,middle,short,middle"
7,63,9/10/2017,WAS,WAS,PHI,PHI,away,397,397,2197,Half1,0,10,2,1,0,No,No,run,"left,end,left,end"
7,76,9/10/2017,WAS,WAS,PHI,PHI,away,323,323,2123,Half1,0,10,2,2,0,Yes,No,pass,"short,right,short,right"
7,61,9/10/2017,WAS,WAS,PHI,PHI,away,275,275,2075,Half1,0,10,2,3,0,Yes,No,pass,
-7,69,9/10/2017,PHI,WAS,PHI,WAS,home,236,236,2036,Half1,0,11,2,1,0,No,No,pass,"short,right,short,right"
-7,69,9/10/2017,PHI,WAS,PHI,WAS,home,232,232,2032,Half1,0,11,2,2,0,Yes,No,pass,"short,left,short,left"
-7,57,9/10/2017,PHI,WAS,PHI,WAS,home,195,195,1995,Half1,0,11,2,1,0,No,No,run,"right,tackle,right,tackle"
-7,53,9/10/2017,PHI,WAS,PHI,WAS,home,160,160,1960,Half1,0,11,2,2,0,No,No,pass,"short,left,short,left"
-7,43,9/10/2017,PHI,WAS,PHI,WAS,home,131,131,1931,Half1,0,11,2,1,0,Yes,No,pass,"short,middle,short,middle"
-7,38,9/10/2017,PHI,WAS,PHI,WAS,home,120,120,1920,Half1,0,11,2,2,0,Yes,No,pass,"short,middle,short,middle"
-7,33,9/10/2017,PHI,WAS,PHI,WAS,home,94,94,1894,Half1,0,11,2,1,0,Yes,No,run,"right,tackle,right,tackle"
0,75,9/10/2017,WAS,WAS,PHI,PHI,away,77,77,1877,Half1,0,12,2,1,0,Yes,No,pass,"deep,middle,deep,middle"
0,75,9/10/2017,WAS,WAS,PHI,PHI,away,71,71,1871,Half1,0,12,2,2,0,Yes,No,run,"right,tackle,right,tackle"
0,75,9/10/2017,WAS,WAS,PHI,PHI,away,64,64,1864,Half1,0,12,2,3,0,Yes,No,pass,"short,middle,short,middle"
0,63,9/10/2017,WAS,WAS,PHI,PHI,away,56,56,1856,Half1,0,12,2,1,0,Yes,No,pass,"deep,middle,deep,middle"
0,63,9/10/2017,WAS,WAS,PHI,PHI,away,50,50,1850,Half1,0,12,2,2,0,Yes,No,run,"middle,middle"
0,59,9/10/2017,WAS,WAS,PHI,PHI,away,41,41,1841,Half1,0,12,2,3,0,Yes,No,pass,"short,middle,short,middle"
0,49,9/10/2017,WAS,WAS,PHI,PHI,away,22,22,1822,Half1,0,12,2,1,0,Yes,Yes,pass,"short,middle,short,middle"
0,41,9/10/2017,WAS,WAS,PHI,PHI,away,15,15,1815,Half1,0,12,2,2,0,Yes,No,pass,"short,left,short,left"
0,32,9/10/2017,WAS,WAS,PHI,PHI,away,10,10,1810,Half1,0,12,2,1,0,Yes,No,pass,"deep,left,deep,left"
3,75,9/10/2017,WAS,WAS,PHI,PHI,away,900,1800,1800,Half2,0,13,3,1,0,No,No,pass,"short,right,short,right"
3,64,9/10/2017,WAS,WAS,PHI,PHI,away,866,1766,1766,Half2,0,13,3,1,0,No,No,run,"right,guard,right,guard"
3,64,9/10/2017,WAS,WAS,PHI,PHI,away,823,1723,1723,Half2,0,13,3,2,0,Yes,No,pass,"short,left,short,left"
3,64,9/10/2017,WAS,WAS,PHI,PHI,away,815,1715,1715,Half2,0,13,3,3,0,Yes,No,pass,"short,left,short,left"
3,34,9/10/2017,WAS,WAS,PHI,PHI,away,778,1678,1678,Half2,0,13,3,1,0,Yes,No,pass,"short,left,short,left"
3,27,9/10/2017,WAS,WAS,PHI,PHI,away,699,1599,1599,Half2,0,13,3,1,0,No,No,run,"right,end,right,end"
3,24,9/10/2017,WAS,WAS,PHI,PHI,away,653,1553,1553,Half2,0,13,3,2,0,Yes,No,pass,"short,middle,short,middle"
3,24,9/10/2017,WAS,WAS,PHI,PHI,away,649,1549,1549,Half2,0,13,3,3,0,Yes,No,pass,"short,right,short,right"
-6,81,9/10/2017,PHI,WAS,PHI,WAS,home,633,1533,1533,Half2,0,14,3,1,0,No,No,pass,
-6,87,9/10/2017,PHI,WAS,PHI,WAS,home,593,1493,1493,Half2,0,14,3,2,0,Yes,No,pass,"short,right,short,right"
-6,77,9/10/2017,PHI,WAS,PHI,WAS,home,543,1443,1443,Half2,0,14,3,1,0,No,No,run,"left,end,left,end"
-6,73,9/10/2017,PHI,WAS,PHI,WAS,home,494,1394,1394,Half2,0,14,3,2,0,Yes,No,pass,"short,middle,short,middle"
-6,64,9/10/2017,PHI,WAS,PHI,WAS,home,460,1360,1360,Half2,0,14,3,1,0,No,No,pass,"short,left,short,left"
-6,60,9/10/2017,PHI,WAS,PHI,WAS,home,419,1319,1319,Half2,0,14,3,2,0,No,No,run,"middle,middle"
-6,48,9/10/2017,PHI,WAS,PHI,WAS,home,354,1254,1254,Half2,0,14,3,1,0,Yes,No,run,"right,end,right,end"
-6,39,9/10/2017,PHI,WAS,PHI,WAS,home,315,1215,1215,Half2,0,14,3,1,0,No,No,pass,"deep,right,deep,right"
-6,39,9/10/2017,PHI,WAS,PHI,WAS,home,308,1208,1208,Half2,0,14,3,2,0,Yes,No,pass,"short,middle,short,middle"
-6,39,9/10/2017,PHI,WAS,PHI,WAS,home,305,1205,1205,Half2,0,14,3,3,0,Yes,No,pass,"short,middle,short,middle"
-6,28,9/10/2017,PHI,WAS,PHI,WAS,home,257,1157,1157,Half2,0,14,3,1,0,No,No,run,"left,guard,left,guard"
-6,22,9/10/2017,PHI,WAS,PHI,WAS,home,214,1114,1114,Half2,0,14,3,2,0,No,No,pass,"short,left,short,left"
-6,16,9/10/2017,PHI,WAS,PHI,WAS,home,185,1085,1085,Half2,0,14,3,1,0,Yes,No,pass,"short,right,short,right"
-6,15,9/10/2017,PHI,WAS,PHI,WAS,home,143,1043,1043,Half2,0,14,3,2,0,Yes,No,pass,"short,left,short,left"
-6,15,9/10/2017,PHI,WAS,PHI,WAS,home,138,1038,1038,Half2,0,14,3,3,0,Yes,No,pass,"short,left,short,left"
3,74,9/10/2017,WAS,WAS,PHI,PHI,away,120,1020,1020,Half2,0,15,3,1,0,Yes,No,pass,"short,middle,short,middle"
3,63,9/10/2017,WAS,WAS,PHI,PHI,away,88,988,988,Half2,0,15,3,1,0,Yes,Yes,pass,"short,middle,short,middle"
3,66,9/10/2017,WAS,WAS,PHI,PHI,away,52,952,952,Half2,0,15,3,2,0,No,No,run,"right,tackle,right,tackle"
3,61,9/10/2017,WAS,WAS,PHI,PHI,away,10,910,910,Half2,0,15,3,3,0,Yes,No,pass,"deep,left,deep,left"
-3,64,9/10/2017,PHI,WAS,PHI,WAS,home,891,891,891,Half2,0,16,4,1,0,No,No,pass,"short,middle,short,middle"
-3,64,9/10/2017,PHI,WAS,PHI,WAS,home,886,886,886,Half2,0,16,4,2,0,No,Yes,pass,"deep,left,deep,left"
-3,48,9/10/2017,PHI,WAS,PHI,WAS,home,871,871,871,Half2,0,16,4,1,0,No,Yes,run,"right,tackle,right,tackle"
-3,46,9/10/2017,PHI,WAS,PHI,WAS,home,829,829,829,Half2,0,16,4,2,0,No,No,pass,"short,middle,short,middle"
-3,18,9/10/2017,PHI,WAS,PHI,WAS,home,786,786,786,Half2,0,16,4,1,0,No,No,pass,"short,left,short,left"
-3,14,9/10/2017,PHI,WAS,PHI,WAS,home,754,754,754,Half2,0,16,4,2,0,No,No,pass,"short,middle,short,middle"
-3,14,9/10/2017,PHI,WAS,PHI,WAS,home,750,750,750,Half2,0,16,4,3,0,Yes,No,pass,"short,middle,short,middle"
3,85,9/10/2017,WAS,WAS,PHI,PHI,away,741,741,741,Half2,0,17,4,1,0,Yes,No,run,"left,guard,left,guard"
3,83,9/10/2017,WAS,WAS,PHI,PHI,away,702,702,702,Half2,0,17,4,2,0,Yes,No,pass,"short,right,short,right"
3,79,9/10/2017,WAS,WAS,PHI,PHI,away,659,659,659,Half2,0,17,4,3,0,Yes,No,pass,"short,right,short,right"
3,74,9/10/2017,WAS,WAS,PHI,PHI,away,617,617,617,Half2,0,17,4,1,0,No,No,run,"right,tackle,right,tackle"
3,74,9/10/2017,WAS,WAS,PHI,PHI,away,573,573,573,Half2,0,17,4,2,0,No,No,pass,"deep,middle,deep,middle"
3,74,9/10/2017,WAS,WAS,PHI,PHI,away,567,567,567,Half2,0,17,4,3,0,Yes,No,pass,"deep,left,deep,left"
3,51,9/10/2017,WAS,WAS,PHI,PHI,away,520,520,520,Half2,0,17,4,1,0,No,No,run,"left,end,left,end"
3,48,9/10/2017,WAS,WAS,PHI,PHI,away,487,487,487,Half2,0,17,4,2,0,Yes,No,run,"left,end,left,end"
3,50,9/10/2017,WAS,WAS,PHI,PHI,away,442,442,442,Half2,0,17,4,3,0,Yes,No,pass,"short,right,short,right"
-3,99,9/10/2017,PHI,WAS,PHI,WAS,home,403,403,403,Half2,0,18,4,1,0,No,No,pass,"short,middle,short,middle"
-3,99,9/10/2017,PHI,WAS,PHI,WAS,home,399,399,399,Half2,0,18,4,2,0,Yes,No,pass,"short,right,short,right"
-3,97,9/10/2017,PHI,WAS,PHI,WAS,home,359,359,359,Half2,0,18,4,3,0,Yes,No,pass,"deep,right,deep,right"
3,53,9/10/2017,WAS,WAS,PHI,PHI,away,346,346,346,Half2,0,19,4,1,0,Yes,No,pass,"short,right,short,right"
3,53,9/10/2017,WAS,WAS,PHI,PHI,away,306,306,306,Half2,0,19,4,2,0,No,No,pass,"short,left,short,left"
3,29,9/10/2017,WAS,WAS,PHI,PHI,away,257,257,257,Half2,0,19,4,1,0,No,No,run,"middle,middle"
3,26,9/10/2017,WAS,WAS,PHI,PHI,away,213,213,213,Half2,0,19,4,2,0,No,No,run,"right,guard,right,guard"
3,22,9/10/2017,WAS,WAS,PHI,PHI,away,169,169,169,Half2,0,19,4,3,0,No,No,run,"left,tackle,left,tackle"
-6,75,9/10/2017,PHI,WAS,PHI,WAS,home,119,119,119,Half2,0,20,4,1,0,Yes,No,pass,"short,right,short,right"
-12,66,9/10/2017,PHI,WAS,PHI,WAS,home,84,84,84,Half2,0,21,4,1,0,Yes,No,pass,"short,right,short,right"
-12,60,9/10/2017,PHI,WAS,PHI,WAS,home,60,60,60,Half2,0,21,4,2,0,Yes,Yes,pass,"short,middle,short,middle"
-12,50,9/10/2017,PHI,WAS,PHI,WAS,home,52,52,52,Half2,0,21,4,1,0,Yes,No,pass,
-12,57,9/10/2017,PHI,WAS,PHI,WAS,home,40,40,40,Half2,0,21,4,2,0,Yes,No,pass,"short,left,short,left"
-12,50,9/10/2017,PHI,WAS,PHI,WAS,home,35,35,35,Half2,0,21,4,3,0,Yes,No,pass,"short,left,short,left"
-12,42,9/10/2017,PHI,WAS,PHI,WAS,home,30,30,30,Half2,0,21,4,4,0,Yes,No,pass,"short,right,short,right"
0,50,9/10/2017,TEN,TEN,OAK,OAK,away,898,1798,3598,Half1,0,1,1,1,0,No,No,pass,"short,right,short,right"
0,44,9/10/2017,TEN,TEN,OAK,OAK,away,856,1756,3556,Half1,0,1,1,2,0,No,No,run,"right,tackle,right,tackle"
0,30,9/10/2017,TEN,TEN,OAK,OAK,away,820,1720,3520,Half1,0,1,1,1,0,Yes,No,pass,"short,right,short,right"
-7,75,9/10/2017,OAK,TEN,OAK,TEN,home,769,1669,3469,Half1,0,2,1,1,0,No,No,pass,"short,left,short,left"
-7,75,9/10/2017,OAK,TEN,OAK,TEN,home,764,1664,3464,Half1,0,2,1,2,0,No,No,pass,"short,right,short,right"
-7,75,9/10/2017,OAK,TEN,OAK,TEN,home,759,1659,3459,Half1,0,2,1,3,0,Yes,No,pass,"deep,middle,deep,middle"
-7,56,9/10/2017,OAK,TEN,OAK,TEN,home,717,1617,3417,Half1,0,2,1,1,0,No,No,run,"left,tackle,left,tackle"
-7,51,9/10/2017,OAK,TEN,OAK,TEN,home,678,1578,3378,Half1,0,2,1,2,0,No,No,run,"right,guard,right,guard"
-7,46,9/10/2017,OAK,TEN,OAK,TEN,home,640,1540,3340,Half1,0,2,1,1,0,No,No,run,"left,guard,left,guard"
-7,44,9/10/2017,OAK,TEN,OAK,TEN,home,599,1499,3299,Half1,0,2,1,2,0,Yes,No,pass,"short,middle,short,middle"
-7,44,9/10/2017,OAK,TEN,OAK,TEN,home,595,1495,3295,Half1,0,2,1,3,0,Yes,No,pass,"short,right,short,right"
-7,35,9/10/2017,OAK,TEN,OAK,TEN,home,551,1451,3251,Half1,0,2,1,1,0,No,No,run,"middle,middle"
-7,34,9/10/2017,OAK,TEN,OAK,TEN,home,511,1411,3211,Half1,0,2,1,2,0,Yes,No,run,"right,guard,right,guard"
-7,33,9/10/2017,OAK,TEN,OAK,TEN,home,469,1369,3169,Half1,0,2,1,3,0,Yes,No,pass,"deep,right,deep,right"
0,75,9/10/2017,TEN,TEN,OAK,OAK,away,418,1318,3118,Half1,0,3,1,1,0,No,No,run,"left,tackle,left,tackle"
0,71,9/10/2017,TEN,TEN,OAK,OAK,away,376,1276,3076,Half1,0,3,1,2,0,Yes,No,pass,"short,left,short,left"
0,71,9/10/2017,TEN,TEN,OAK,OAK,away,371,1271,3071,Half1,0,3,1,3,0,Yes,No,pass,"short,left,short,left"
0,59,9/10/2017,TEN,TEN,OAK,OAK,away,328,1228,3028,Half1,0,3,1,1,0,No,No,run,"left,end,left,end"
0,64,9/10/2017,TEN,TEN,OAK,OAK,away,249,1149,2949,Half1,0,3,1,2,0,Yes,No,pass,"short,left,short,left"
0,40,9/10/2017,TEN,TEN,OAK,OAK,away,239,1139,2939,Half1,0,3,1,1,0,No,No,run,"middle,middle"
0,37,9/10/2017,TEN,TEN,OAK,OAK,away,203,1103,2903,Half1,0,3,1,2,0,Yes,No,pass,"short,middle,short,middle"
0,12,9/10/2017,TEN,TEN,OAK,OAK,away,171,1071,2871,Half1,0,3,1,1,0,No,No,run,"left,tackle,left,tackle"
0,7,9/10/2017,TEN,TEN,OAK,OAK,away,130,1030,2830,Half1,0,3,1,2,0,Yes,No,pass,"short,left,short,left"
0,5,9/10/2017,TEN,TEN,OAK,OAK,away,85,985,2785,Half1,0,3,1,3,0,No,No,run,"middle,middle"
0,3,9/10/2017,TEN,TEN,OAK,OAK,away,45,945,2745,Half1,0,3,1,4,0,No,No,run,"right,guard,right,guard"
0,2,9/10/2017,TEN,TEN,OAK,OAK,away,10,910,2710,Half1,0,3,1,1,1,No,No,pass,"short,right,short,right"
0,2,9/10/2017,TEN,TEN,OAK,OAK,away,7,907,2707,Half1,0,3,1,2,1,Yes,No,pass,"short,right,short,right"
0,2,9/10/2017,TEN,TEN,OAK,OAK,away,2,902,2702,Half1,0,3,1,3,1,Yes,No,pass,"short,middle,short,middle"
-3,75,9/10/2017,OAK,TEN,OAK,TEN,home,895,895,2695,Half1,0,4,2,1,0,No,No,run,"left,guard,left,guard"
-3,75,9/10/2017,OAK,TEN,OAK,TEN,home,861,861,2661,Half1,0,4,2,2,0,Yes,No,run,"left,end,left,end"
-3,70,9/10/2017,OAK,TEN,OAK,TEN,home,829,829,2629,Half1,0,4,2,3,0,Yes,No,pass,"short,middle,short,middle"
3,86,9/10/2017,TEN,TEN,OAK,OAK,away,780,780,2580,Half1,0,5,2,1,0,No,No,run,"left,guard,left,guard"
3,86,9/10/2017,TEN,TEN,OAK,OAK,away,746,746,2546,Half1,0,5,2,2,0,Yes,No,pass,"short,right,short,right"
3,72,9/10/2017,TEN,TEN,OAK,OAK,away,710,710,2510,Half1,0,5,2,1,0,No,No,run,"middle,middle"
3,68,9/10/2017,TEN,TEN,OAK,OAK,away,673,673,2473,Half1,0,5,2,2,0,Yes,No,pass,"short,right,short,right"
3,62,9/10/2017,TEN,TEN,OAK,OAK,away,635,635,2435,Half1,0,5,2,1,0,No,No,run,"right,tackle,right,tackle"
3,60,9/10/2017,TEN,TEN,OAK,OAK,away,600,600,2400,Half1,0,5,2,2,0,Yes,No,pass,"deep,left,deep,left"
3,43,9/10/2017,TEN,TEN,OAK,OAK,away,555,555,2355,Half1,0,5,2,1,0,No,No,run,"left,tackle,left,tackle"
3,41,9/10/2017,TEN,TEN,OAK,OAK,away,517,517,2317,Half1,0,5,2,2,0,No,No,pass,
3,46,9/10/2017,TEN,TEN,OAK,OAK,away,474,474,2274,Half1,0,5,2,3,0,Yes,No,pass,
-3,98,9/10/2017,OAK,TEN,OAK,TEN,home,423,423,2223,Half1,0,6,2,1,0,No,No,run,"left,guard,left,guard"
-3,95,9/10/2017,OAK,TEN,OAK,TEN,home,390,390,2190,Half1,0,6,2,2,0,No,No,run,"left,guard,left,guard"
