score_differential,yardline_100,game_date,defteam,home_team,away_team,posteam,posteam_type,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,qtr,down,goal_to_go,shotgun,no_huddle,play_type,ColumnA
0,39,11/9/2017,ARI,ARI,SEA,SEA,away,494,1394,3194,Half1,0,5,1,1,0,No,No,run,"left,end,left,end"
0,37,11/9/2017,ARI,ARI,SEA,SEA,away,459,1359,3159,Half1,0,5,1,2,0,No,No,pass,"short,left,short,left"
0,28,11/9/2017,ARI,ARI,SEA,SEA,away,439,1339,3139,Half1,0,5,1,1,0,No,No,run,"middle,middle"
0,27,11/9/2017,ARI,ARI,SEA,SEA,away,400,1300,3100,Half1,0,5,1,2,0,Yes,No,pass,"short,right,short,right"
0,13,11/9/2017,ARI,ARI,SEA,SEA,away,390,1290,3090,Half1,0,5,1,1,0,No,No,run,"left,tackle,left,tackle"
0,12,11/9/2017,ARI,ARI,SEA,SEA,away,353,1253,3053,Half1,0,5,1,2,0,Yes,No,pass,"short,middle,short,middle"
-7,75,11/9/2017,SEA,ARI,SEA,ARI,home,307,1207,3007,Half1,0,6,1,1,0,No,No,run,"middle,middle"
-7,61,11/9/2017,SEA,ARI,SEA,ARI,home,239,1139,2939,Half1,0,6,1,1,0,No,No,run,"middle,middle"
-7,60,11/9/2017,SEA,ARI,SEA,ARI,home,200,1100,2900,Half1,0,6,1,2,0,No,No,pass,"short,right,short,right"
-7,50,11/9/2017,SEA,ARI,SEA,ARI,home,159,1059,2859,Half1,0,6,1,1,0,No,No,run,"middle,middle"
-7,47,11/9/2017,SEA,ARI,SEA,ARI,home,114,1014,2814,Half1,0,6,1,2,0,No,No,run,"right,tackle,right,tackle"
-7,40,11/9/2017,SEA,ARI,SEA,ARI,home,69,969,2769,Half1,0,6,1,1,0,No,No,run,"left,end,left,end"
-7,38,11/9/2017,SEA,ARI,SEA,ARI,home,31,931,2731,Half1,0,6,1,2,0,No,No,pass,"deep,right,deep,right"
-7,18,11/9/2017,SEA,ARI,SEA,ARI,home,11,911,2711,Half1,0,6,1,1,0,No,No,run,"middle,middle"
0,78,11/9/2017,ARI,ARI,SEA,SEA,away,886,886,2686,Half1,0,7,2,1,0,No,No,run,"left,tackle,left,tackle"
0,78,11/9/2017,ARI,ARI,SEA,SEA,away,848,848,2648,Half1,0,7,2,2,0,Yes,No,pass,"short,middle,short,middle"
0,64,11/9/2017,ARI,ARI,SEA,SEA,away,814,814,2614,Half1,0,7,2,1,0,No,No,run,"middle,middle"
0,62,11/9/2017,ARI,ARI,SEA,SEA,away,779,779,2579,Half1,0,7,2,2,0,No,No,run,"left,end,left,end"
0,76,11/9/2017,ARI,ARI,SEA,SEA,away,751,751,2551,Half1,0,7,2,2,0,Yes,No,pass,"short,middle,short,middle"
0,69,11/9/2017,ARI,ARI,SEA,SEA,away,710,710,2510,Half1,0,7,2,3,0,Yes,No,run,"left,end,left,end"
2,81,11/9/2017,ARI,ARI,SEA,SEA,away,648,648,2448,Half1,0,9,2,1,0,No,No,pass,
2,89,11/9/2017,ARI,ARI,SEA,SEA,away,601,601,2401,Half1,0,9,2,2,0,Yes,No,pass,"deep,left,deep,left"
2,89,11/9/2017,ARI,ARI,SEA,SEA,away,595,595,2395,Half1,0,9,2,3,0,Yes,No,pass,
-2,47,11/9/2017,SEA,ARI,SEA,ARI,home,545,545,2345,Half1,0,10,2,1,0,No,No,run,"middle,middle"
-2,42,11/9/2017,SEA,ARI,SEA,ARI,home,512,512,2312,Half1,0,10,2,2,0,No,No,run,"middle,middle"
-2,43,11/9/2017,SEA,ARI,SEA,ARI,home,472,472,2272,Half1,0,10,2,3,0,Yes,No,pass,"deep,right,deep,right"
2,91,11/9/2017,ARI,ARI,SEA,SEA,away,457,457,2257,Half1,0,11,2,1,0,Yes,No,pass,"short,middle,short,middle"
2,86,11/9/2017,ARI,ARI,SEA,SEA,away,424,424,2224,Half1,0,11,2,2,0,Yes,No,run,"middle,middle"
2,83,11/9/2017,ARI,ARI,SEA,SEA,away,382,382,2182,Half1,0,11,2,3,0,Yes,No,pass,"short,middle,short,middle"
2,67,11/9/2017,ARI,ARI,SEA,SEA,away,342,342,2142,Half1,0,11,2,1,0,No,No,pass,"short,left,short,left"
2,60,11/9/2017,ARI,ARI,SEA,SEA,away,301,301,2101,Half1,0,11,2,2,0,Yes,No,run,"middle,middle"
2,58,11/9/2017,ARI,ARI,SEA,SEA,away,262,262,2062,Half1,0,11,2,3,0,No,No,run,"middle,middle"
2,35,11/9/2017,ARI,ARI,SEA,SEA,away,221,221,2021,Half1,0,11,2,1,0,No,No,pass,"deep,middle,deep,middle"
2,19,11/9/2017,ARI,ARI,SEA,SEA,away,186,186,1986,Half1,0,11,2,1,0,No,No,run,"left,end,left,end"
2,20,11/9/2017,ARI,ARI,SEA,SEA,away,145,145,1945,Half1,0,11,2,2,0,Yes,No,pass,"short,right,short,right"
2,15,11/9/2017,ARI,ARI,SEA,SEA,away,120,120,1920,Half1,0,11,2,3,0,Yes,No,pass,"short,left,short,left"
-5,75,11/9/2017,SEA,ARI,SEA,ARI,home,112,112,1912,Half1,0,12,2,1,0,Yes,No,pass,"short,middle,short,middle"
-5,55,11/9/2017,SEA,ARI,SEA,ARI,home,92,92,1892,Half1,0,12,2,1,0,Yes,Yes,pass,"short,middle,short,middle"
-5,38,11/9/2017,SEA,ARI,SEA,ARI,home,56,56,1856,Half1,0,12,2,3,0,Yes,No,pass,"short,middle,short,middle"
-5,38,11/9/2017,SEA,ARI,SEA,ARI,home,52,52,1852,Half1,0,12,2,4,0,Yes,No,pass,"deep,left,deep,left"
5,62,11/9/2017,ARI,ARI,SEA,SEA,away,46,46,1846,Half1,0,13,2,1,0,Yes,No,pass,"deep,right,deep,right"
5,29,11/9/2017,ARI,ARI,SEA,SEA,away,24,24,1824,Half1,0,13,2,1,0,Yes,No,pass,"short,middle,short,middle"
5,25,11/9/2017,ARI,ARI,SEA,SEA,away,12,12,1812,Half1,0,13,2,3,0,Yes,No,pass,"short,right,short,right"
-8,75,11/9/2017,SEA,ARI,SEA,ARI,home,900,1800,1800,Half2,0,15,3,1,0,No,No,run,"middle,middle"
-8,73,11/9/2017,SEA,ARI,SEA,ARI,home,859,1759,1759,Half2,0,15,3,2,0,No,No,run,"middle,middle"
-8,64,11/9/2017,SEA,ARI,SEA,ARI,home,819,1719,1719,Half2,0,15,3,1,0,No,No,run,"middle,middle"
-8,66,11/9/2017,SEA,ARI,SEA,ARI,home,782,1682,1682,Half2,0,15,3,2,0,No,No,run,"left,tackle,left,tackle"
-8,55,11/9/2017,SEA,ARI,SEA,ARI,home,732,1632,1632,Half2,0,15,3,1,0,No,No,run,"middle,middle"
-8,55,11/9/2017,SEA,ARI,SEA,ARI,home,692,1592,1592,Half2,0,15,3,2,0,No,No,run,"middle,middle"
-8,44,11/9/2017,SEA,ARI,SEA,ARI,home,647,1547,1547,Half2,0,15,3,1,0,No,No,pass,"short,left,short,left"
-8,31,11/9/2017,SEA,ARI,SEA,ARI,home,607,1507,1507,Half2,0,15,3,1,0,No,No,run,"right,tackle,right,tackle"
-8,31,11/9/2017,SEA,ARI,SEA,ARI,home,566,1466,1466,Half2,0,15,3,2,0,Yes,No,pass,"short,right,short,right"
-8,24,11/9/2017,SEA,ARI,SEA,ARI,home,522,1422,1422,Half2,0,15,3,3,0,Yes,No,pass,"deep,middle,deep,middle"
5,80,11/9/2017,ARI,ARI,SEA,SEA,away,507,1407,1407,Half2,0,16,3,1,0,Yes,No,pass,"short,left,short,left"
5,80,11/9/2017,ARI,ARI,SEA,SEA,away,504,1404,1404,Half2,0,16,3,2,0,Yes,No,pass,"short,left,short,left"
5,61,11/9/2017,ARI,ARI,SEA,SEA,away,491,1391,1391,Half2,0,16,3,1,0,No,No,run,"left,tackle,left,tackle"
5,61,11/9/2017,ARI,ARI,SEA,SEA,away,431,1331,1331,Half2,0,16,3,2,0,Yes,No,pass,
5,66,11/9/2017,ARI,ARI,SEA,SEA,away,390,1290,1290,Half2,0,16,3,3,0,Yes,No,pass,
-5,82,11/9/2017,SEA,ARI,SEA,ARI,home,365,1265,1265,Half2,0,17,3,1,0,No,No,run,"right,tackle,right,tackle"
-5,84,11/9/2017,SEA,ARI,SEA,ARI,home,335,1235,1235,Half2,0,17,3,2,0,No,No,pass,"deep,right,deep,right"
-5,84,11/9/2017,SEA,ARI,SEA,ARI,home,330,1230,1230,Half2,0,17,3,3,0,Yes,No,pass,"deep,middle,deep,middle"
-5,66,11/9/2017,SEA,ARI,SEA,ARI,home,305,1205,1205,Half2,0,17,3,1,0,No,No,pass,"short,right,short,right"
-5,49,11/9/2017,SEA,ARI,SEA,ARI,home,264,1164,1164,Half2,0,17,3,1,0,No,No,run,"middle,middle"
-5,47,11/9/2017,SEA,ARI,SEA,ARI,home,220,1120,1120,Half2,0,17,3,2,0,No,No,pass,"deep,right,deep,right"
-5,47,11/9/2017,SEA,ARI,SEA,ARI,home,213,1113,1113,Half2,0,17,3,3,0,Yes,No,pass,"short,left,short,left"
5,91,11/9/2017,ARI,ARI,SEA,SEA,away,192,1092,1092,Half2,0,18,3,1,0,Yes,No,pass,"short,left,short,left"
5,88,11/9/2017,ARI,ARI,SEA,SEA,away,146,1046,1046,Half2,0,18,3,2,0,Yes,No,pass,"short,left,short,left"
5,88,11/9/2017,ARI,ARI,SEA,SEA,away,142,1042,1042,Half2,0,18,3,3,0,Yes,No,pass,"short,left,short,left"
-5,59,11/9/2017,SEA,ARI,SEA,ARI,home,126,1026,1026,Half2,0,19,3,1,0,No,No,pass,"short,middle,short,middle"
-5,59,11/9/2017,SEA,ARI,SEA,ARI,home,121,1021,1021,Half2,0,19,3,2,0,No,No,pass,"deep,middle,deep,middle"
-5,59,11/9/2017,SEA,ARI,SEA,ARI,home,116,1016,1016,Half2,0,19,3,3,0,Yes,No,pass,"short,right,short,right"
5,80,11/9/2017,ARI,ARI,SEA,SEA,away,103,1003,1003,Half2,0,20,3,1,0,No,No,pass,"short,right,short,right"
5,74,11/9/2017,ARI,ARI,SEA,SEA,away,64,964,964,Half2,0,20,3,2,0,No,No,run,"left,end,left,end"
5,57,11/9/2017,ARI,ARI,SEA,SEA,away,26,926,926,Half2,0,20,3,1,0,No,No,pass,"short,left,short,left"
5,48,11/9/2017,ARI,ARI,SEA,SEA,away,900,900,900,Half2,0,20,4,2,0,Yes,No,run,"right,end,right,end"
5,60,11/9/2017,ARI,ARI,SEA,SEA,away,839,839,839,Half2,0,20,4,1,0,Yes,No,run,"middle,middle"
5,56,11/9/2017,ARI,ARI,SEA,SEA,away,801,801,801,Half2,0,20,4,2,0,Yes,No,pass,"short,left,short,left"
-12,75,11/9/2017,SEA,ARI,SEA,ARI,home,768,768,768,Half2,0,21,4,1,0,No,No,run,"middle,middle"
-12,82,11/9/2017,SEA,ARI,SEA,ARI,home,727,727,727,Half2,0,21,4,2,0,Yes,No,pass,"short,middle,short,middle"
-12,82,11/9/2017,SEA,ARI,SEA,ARI,home,719,719,719,Half2,0,21,4,3,0,Yes,No,pass,"short,left,short,left"
12,65,11/9/2017,ARI,ARI,SEA,SEA,away,702,702,702,Half2,0,22,4,1,0,No,No,pass,"short,right,short,right"
12,61,11/9/2017,ARI,ARI,SEA,SEA,away,664,664,664,Half2,0,22,4,2,0,No,No,run,"middle,middle"
12,60,11/9/2017,ARI,ARI,SEA,SEA,away,620,620,620,Half2,0,22,4,3,0,Yes,No,pass,"short,left,short,left"
-12,81,11/9/2017,SEA,ARI,SEA,ARI,home,563,563,563,Half2,0,23,4,1,0,No,No,pass,"deep,middle,deep,middle"
-12,64,11/9/2017,SEA,ARI,SEA,ARI,home,540,540,540,Half2,0,23,4,1,0,Yes,No,pass,"deep,left,deep,left"
-12,64,11/9/2017,SEA,ARI,SEA,ARI,home,535,535,535,Half2,0,23,4,2,0,Yes,No,pass,"short,middle,short,middle"
-12,64,11/9/2017,SEA,ARI,SEA,ARI,home,531,531,531,Half2,0,23,4,3,0,Yes,No,pass,"short,middle,short,middle"
-12,51,11/9/2017,SEA,ARI,SEA,ARI,home,490,490,490,Half2,0,23,4,1,0,No,No,pass,
-12,60,11/9/2017,SEA,ARI,SEA,ARI,home,444,444,444,Half2,0,23,4,2,0,Yes,No,pass,"short,middle,short,middle"
-12,45,11/9/2017,SEA,ARI,SEA,ARI,home,407,407,407,Half2,0,23,4,3,0,Yes,No,pass,"short,left,short,left"
-12,45,11/9/2017,SEA,ARI,SEA,ARI,home,403,403,403,Half2,0,23,4,4,0,Yes,No,pass,"short,right,short,right"
-12,31,11/9/2017,SEA,ARI,SEA,ARI,home,382,382,382,Half2,0,23,4,1,0,Yes,No,pass,"short,left,short,left"
-12,17,11/9/2017,SEA,ARI,SEA,ARI,home,353,353,353,Half2,0,23,4,1,0,No,No,pass,"deep,left,deep,left"
-12,17,11/9/2017,SEA,ARI,SEA,ARI,home,348,348,348,Half2,0,23,4,2,0,No,No,pass,
-12,25,11/9/2017,SEA,ARI,SEA,ARI,home,305,305,305,Half2,0,23,4,3,0,Yes,No,pass,"short,middle,short,middle"
-12,15,11/9/2017,SEA,ARI,SEA,ARI,home,260,260,260,Half2,0,23,4,4,0,Yes,No,pass,"short,middle,short,middle"
12,85,11/9/2017,ARI,ARI,SEA,SEA,away,255,255,255,Half2,0,24,4,1,0,Yes,No,run,"right,tackle,right,tackle"
12,86,11/9/2017,ARI,ARI,SEA,SEA,away,211,211,211,Half2,0,24,4,2,0,No,No,run,"left,end,left,end"
12,85,11/9/2017,ARI,ARI,SEA,SEA,away,167,167,167,Half2,0,24,4,3,0,Yes,No,run,"right,tackle,right,tackle"
-12,61,11/9/2017,SEA,ARI,SEA,ARI,home,148,148,148,Half2,0,25,4,1,0,Yes,No,pass,"short,right,short,right"
-12,52,11/9/2017,SEA,ARI,SEA,ARI,home,123,123,123,Half2,0,25,4,2,0,Yes,Yes,pass,"short,left,short,left"
-12,52,11/9/2017,SEA,ARI,SEA,ARI,home,118,118,118,Half2,0,25,4,3,0,Yes,No,pass,"short,middle,short,middle"
-12,48,11/9/2017,SEA,ARI,SEA,ARI,home,99,99,99,Half2,0,25,4,1,0,Yes,Yes,pass,"deep,left,deep,left"
-12,30,11/9/2017,SEA,ARI,SEA,ARI,home,82,82,82,Half2,0,25,4,1,0,Yes,Yes,pass,"deep,right,deep,right"
-12,30,11/9/2017,SEA,ARI,SEA,ARI,home,76,76,76,Half2,0,25,4,2,0,Yes,No,pass,"short,middle,short,middle"
-12,22,11/9/2017,SEA,ARI,SEA,ARI,home,59,59,59,Half2,0,25,4,3,0,Yes,Yes,pass,"short,right,short,right"
-12,18,11/9/2017,SEA,ARI,SEA,ARI,home,54,54,54,Half2,0,25,4,1,0,Yes,No,pass,"short,middle,short,middle"
-12,18,11/9/2017,SEA,ARI,SEA,ARI,home,49,49,49,Half2,0,25,4,2,0,Yes,No,pass,"short,right,short,right"
-12,9,11/9/2017,SEA,ARI,SEA,ARI,home,28,28,28,Half2,0,25,4,3,0,Yes,Yes,pass,"short,middle,short,middle"
0,73,11/12/2017,GB,CHI,GB,CHI,home,892,1792,3592,Half1,0,1,1,1,0,No,No,run,"right,guard,right,guard"
0,74,11/12/2017,GB,CHI,GB,CHI,home,853,1753,3553,Half1,0,1,1,2,0,Yes,No,pass,"short,middle,short,middle"
0,62,11/12/2017,GB,CHI,GB,CHI,home,819,1719,3519,Half1,0,1,1,1,0,No,No,run,"right,end,right,end"
0,63,11/12/2017,GB,CHI,GB,CHI,home,773,1673,3473,Half1,0,1,1,2,0,No,No,run,"left,end,left,end"
0,66,11/12/2017,GB,CHI,GB,CHI,home,747,1647,3447,Half1,0,1,1,3,0,Yes,No,pass,"short,right,short,right"
0,92,11/12/2017,CHI,CHI,GB,GB,away,717,1617,3417,Half1,0,2,1,1,0,Yes,No,run,"left,tackle,left,tackle"
0,87,11/12/2017,CHI,CHI,GB,GB,away,682,1582,3382,Half1,0,2,1,2,0,No,No,pass,"short,right,short,right"
0,87,11/12/2017,CHI,CHI,GB,GB,away,678,1578,3378,Half1,0,2,1,3,0,Yes,No,pass,"short,middle,short,middle"
0,49,11/12/2017,CHI,CHI,GB,GB,away,640,1540,3340,Half1,0,2,1,1,0,No,No,run,"right,guard,right,guard"
0,43,11/12/2017,CHI,CHI,GB,GB,away,615,1515,3315,Half1,0,2,1,1,0,Yes,No,pass,"short,right,short,right"
0,43,11/12/2017,CHI,CHI,GB,GB,away,577,1477,3277,Half1,0,2,1,2,0,Yes,No,run,"right,end,right,end"
0,37,11/12/2017,CHI,CHI,GB,GB,away,534,1434,3234,Half1,0,2,1,3,0,Yes,No,pass,"short,left,short,left"
0,30,11/12/2017,CHI,CHI,GB,GB,away,496,1396,3196,Half1,0,2,1,1,0,No,No,pass,"short,right,short,right"
0,22,11/12/2017,CHI,CHI,GB,GB,away,459,1359,3159,Half1,0,2,1,2,0,No,No,pass,"short,right,short,right"
0,22,11/12/2017,CHI,CHI,GB,GB,away,452,1352,3152,Half1,0,2,1,3,0,Yes,No,pass,"short,right,short,right"
-3,80,11/12/2017,GB,CHI,GB,CHI,home,432,1332,3132,Half1,0,3,1,1,0,No,No,pass,"short,right,short,right"
-3,59,11/12/2017,GB,CHI,GB,CHI,home,372,1272,3072,Half1,0,3,1,1,0,Yes,No,run,"left,guard,left,guard"
-3,45,11/12/2017,GB,CHI,GB,CHI,home,336,1236,3036,Half1,0,3,1,2,0,No,No,run,"left,guard,left,guard"
-3,43,11/12/2017,GB,CHI,GB,CHI,home,296,1196,2996,Half1,0,3,1,3,0,No,No,pass,"short,right,short,right"
-3,33,11/12/2017,GB,CHI,GB,CHI,home,255,1155,2955,Half1,0,3,1,1,0,Yes,No,run,"left,guard,left,guard"
-3,38,11/12/2017,GB,CHI,GB,CHI,home,195,1095,2895,Half1,0,3,1,2,0,Yes,No,pass,"short,right,short,right"
-3,38,11/12/2017,GB,CHI,GB,CHI,home,190,1090,2890,Half1,0,3,1,3,0,Yes,No,pass,"short,right,short,right"
0,80,11/12/2017,CHI,CHI,GB,GB,away,129,1029,2829,Half1,0,4,1,1,0,No,No,run,"left,end,left,end"
0,78,11/12/2017,CHI,CHI,GB,GB,away,85,985,2785,Half1,0,4,1,2,0,Yes,No,pass,"short,middle,short,middle"
0,71,11/12/2017,CHI,CHI,GB,GB,away,45,945,2745,Half1,0,4,1,3,0,No,No,run,"left,tackle,left,tackle"
0,68,11/12/2017,GB,CHI,GB,CHI,home,900,900,2700,Half1,0,5,2,1,0,No,No,run,"right,guard,right,guard"
0,64,11/12/2017,GB,CHI,GB,CHI,home,865,865,2665,Half1,0,5,2,2,0,No,No,pass,
0,70,11/12/2017,GB,CHI,GB,CHI,home,824,824,2624,Half1,0,5,2,3,0,Yes,No,pass,"short,right,short,right"
0,50,11/12/2017,CHI,CHI,GB,GB,away,796,796,2596,Half1,0,6,2,1,0,No,No,run,"right,guard,right,guard"
0,51,11/12/2017,CHI,CHI,GB,GB,away,752,752,2552,Half1,0,6,2,2,0,Yes,No,pass,"short,right,short,right"
-7,77,11/12/2017,GB,CHI,GB,CHI,home,694,694,2494,Half1,0,7,2,1,0,No,No,run,"left,guard,left,guard"
-7,74,11/12/2017,GB,CHI,GB,CHI,home,657,657,2457,Half1,0,7,2,2,0,No,No,run,"right,guard,right,guard"
-7,49,11/12/2017,GB,CHI,GB,CHI,home,617,617,2417,Half1,0,7,2,1,0,No,No,run,"left,guard,left,guard"
-7,48,11/12/2017,GB,CHI,GB,CHI,home,575,575,2375,Half1,0,7,2,2,0,No,No,pass,"short,right,short,right"
-7,48,11/12/2017,GB,CHI,GB,CHI,home,569,569,2369,Half1,0,7,2,3,0,Yes,No,pass,"deep,right,deep,right"
-7,22,11/12/2017,GB,CHI,GB,CHI,home,536,536,2336,Half1,0,7,2,1,0,Yes,No,run,"left,guard,left,guard"
-7,25,11/12/2017,GB,CHI,GB,CHI,home,493,493,2293,Half1,0,7,2,2,0,No,No,pass,"short,right,short,right"
-7,25,11/12/2017,GB,CHI,GB,CHI,home,489,489,2289,Half1,0,7,2,3,0,Yes,No,pass,"short,right,short,right"
7,80,11/12/2017,CHI,CHI,GB,GB,away,462,462,2262,Half1,0,8,2,1,0,No,No,run,"right,guard,right,guard"
7,73,11/12/2017,CHI,CHI,GB,GB,away,428,428,2228,Half1,0,8,2,2,0,No,No,pass,"short,right,short,right"
7,69,11/12/2017,CHI,CHI,GB,GB,away,403,403,2203,Half1,0,8,2,1,0,No,No,pass,"short,right,short,right"
7,69,11/12/2017,CHI,CHI,GB,GB,away,396,396,2196,Half1,0,8,2,2,0,Yes,No,pass,
7,79,11/12/2017,CHI,CHI,GB,GB,away,351,351,2151,Half1,0,8,2,3,0,Yes,No,pass,"short,left,short,left"
-7,66,11/12/2017,GB,CHI,GB,CHI,home,306,306,2106,Half1,0,9,2,1,0,No,No,pass,
-7,71,11/12/2017,GB,CHI,GB,CHI,home,264,264,2064,Half1,0,9,2,2,0,Yes,No,run,"left,tackle,left,tackle"
-7,72,11/12/2017,GB,CHI,GB,CHI,home,238,238,2038,Half1,0,9,2,3,0,Yes,No,pass,
7,76,11/12/2017,CHI,CHI,GB,GB,away,194,194,1994,Half1,0,10,2,1,0,No,No,run,"right,tackle,right,tackle"
7,69,11/12/2017,CHI,CHI,GB,GB,away,160,160,1960,Half1,0,10,2,2,0,Yes,No,run,"right,end,right,end"
7,68,11/12/2017,CHI,CHI,GB,GB,away,120,120,1920,Half1,0,10,2,3,0,Yes,No,pass,
-7,65,11/12/2017,GB,CHI,GB,CHI,home,97,97,1897,Half1,0,11,2,1,0,Yes,No,pass,"short,right,short,right"
-7,56,11/12/2017,GB,CHI,GB,CHI,home,88,88,1888,Half1,0,11,2,2,0,Yes,No,run,"left,guard,left,guard"
-7,56,11/12/2017,GB,CHI,GB,CHI,home,57,57,1857,Half1,0,11,2,3,0,Yes,Yes,pass,"short,left,short,left"
-7,49,11/12/2017,GB,CHI,GB,CHI,home,51,51,1851,Half1,0,11,2,1,0,Yes,No,pass,"deep,left,deep,left"
-7,49,11/12/2017,GB,CHI,GB,CHI,home,44,44,1844,Half1,0,11,2,2,0,Yes,No,pass,"short,right,short,right"
-7,40,11/12/2017,GB,CHI,GB,CHI,home,38,38,1838,Half1,0,11,2,3,0,Yes,No,pass,"short,right,short,right"
-7,30,11/12/2017,GB,CHI,GB,CHI,home,18,18,1818,Half1,0,11,2,1,0,Yes,Yes,pass,"short,right,short,right"
-7,35,11/12/2017,GB,CHI,GB,CHI,home,15,15,1815,Half1,0,11,2,2,0,Yes,No,pass,"short,right,short,right"
-7,35,11/12/2017,GB,CHI,GB,CHI,home,9,9,1809,Half1,0,11,2,3,0,Yes,No,pass,"short,left,short,left"
4,46,11/12/2017,CHI,CHI,GB,GB,away,893,1793,1793,Half2,0,12,3,1,0,No,No,run,"left,guard,left,guard"
4,42,11/12/2017,CHI,CHI,GB,GB,away,852,1752,1752,Half2,0,12,3,2,0,Yes,No,pass,"short,left,short,left"
4,42,11/12/2017,CHI,CHI,GB,GB,away,848,1748,1748,Half2,0,12,3,3,0,Yes,No,pass,"short,left,short,left"
4,36,11/12/2017,CHI,CHI,GB,GB,away,829,1729,1729,Half2,0,12,3,1,0,No,No,run,"right,tackle,right,tackle"
4,29,11/12/2017,CHI,CHI,GB,GB,away,793,1693,1693,Half2,0,12,3,2,0,Yes,No,run,"right,tackle,right,tackle"
4,27,11/12/2017,CHI,CHI,GB,GB,away,754,1654,1654,Half2,0,12,3,3,0,No,No,pass,"short,right,short,right"
4,15,11/12/2017,CHI,CHI,GB,GB,away,713,1613,1613,Half2,0,12,3,1,0,Yes,No,pass,"short,right,short,right"
4,12,11/12/2017,CHI,CHI,GB,GB,away,674,1574,1574,Half2,0,12,3,2,0,No,No,run,"left,end,left,end"
4,6,11/12/2017,CHI,CHI,GB,GB,away,628,1528,1528,Half2,0,12,3,3,0,Yes,No,pass,"short,right,short,right"
-7,71,11/12/2017,GB,CHI,GB,CHI,home,609,1509,1509,Half2,0,13,3,1,0,No,No,run,"left,end,left,end"
-7,70,11/12/2017,GB,CHI,GB,CHI,home,572,1472,1472,Half2,0,13,3,2,0,No,No,run,"left,guard,left,guard"
-7,65,11/12/2017,GB,CHI,GB,CHI,home,533,1433,1433,Half2,0,13,3,3,0,Yes,No,pass,
7,57,11/12/2017,CHI,CHI,GB,GB,away,489,1389,1389,Half2,0,14,3,1,0,Yes,No,run,"right,tackle,right,tackle"
7,53,11/12/2017,CHI,CHI,GB,GB,away,449,1349,1349,Half2,0,14,3,2,0,Yes,No,run,"left,guard,left,guard"
7,52,11/12/2017,CHI,CHI,GB,GB,away,408,1308,1308,Half2,0,14,3,3,0,Yes,No,pass,"short,right,short,right"
7,43,11/12/2017,CHI,CHI,GB,GB,away,365,1265,1265,Half2,0,14,3,1,0,Yes,No,run,"right,tackle,right,tackle"
7,39,11/12/2017,CHI,CHI,GB,GB,away,327,1227,1227,Half2,0,14,3,2,0,No,No,run,"right,end,right,end"
7,39,11/12/2017,CHI,CHI,GB,GB,away,284,1184,1184,Half2,0,14,3,3,0,Yes,No,pass,
-7,84,11/12/2017,GB,CHI,GB,CHI,home,242,1142,1142,Half2,0,15,3,1,0,No,No,pass,
-7,92,11/12/2017,GB,CHI,GB,CHI,home,198,1098,1098,Half2,0,15,3,2,0,Yes,No,pass,"short,left,short,left"
-7,92,11/12/2017,GB,CHI,GB,CHI,home,193,1093,1093,Half2,0,15,3,3,0,Yes,No,pass,"short,right,short,right"
7,58,11/12/2017,CHI,CHI,GB,GB,away,149,1049,1049,Half2,0,16,3,1,0,Yes,No,run,"left,tackle,left,tackle"
7,55,11/12/2017,CHI,CHI,GB,GB,away,114,1014,1014,Half2,0,16,3,2,0,Yes,No,run,"left,guard,left,guard"
7,50,11/12/2017,CHI,CHI,GB,GB,away,77,977,977,Half2,0,16,3,3,0,No,No,run,"left,guard,left,guard"
7,49,11/12/2017,CHI,CHI,GB,GB,away,55,955,955,Half2,0,16,3,4,0,No,No,run,"right,guard,right,guard"
7,45,11/12/2017,CHI,CHI,GB,GB,away,14,914,914,Half2,0,16,3,1,0,Yes,No,pass,"short,right,short,right"
7,38,11/12/2017,CHI,CHI,GB,GB,away,900,900,900,Half2,0,16,4,2,0,Yes,No,run,"right,tackle,right,tackle"
7,35,11/12/2017,CHI,CHI,GB,GB,away,863,863,863,Half2,0,16,4,1,0,No,No,run,"right,guard,right,guard"
7,34,11/12/2017,CHI,CHI,GB,GB,away,821,821,821,Half2,0,16,4,2,0,Yes,No,pass,"short,middle,short,middle"
7,34,11/12/2017,CHI,CHI,GB,GB,away,817,817,817,Half2,0,16,4,3,0,Yes,No,pass,"short,left,short,left"
-10,70,11/12/2017,GB,CHI,GB,CHI,home,782,782,782,Half2,0,17,4,1,0,No,No,run,"right,guard,right,guard"
-10,63,11/12/2017,GB,CHI,GB,CHI,home,726,726,726,Half2,0,17,4,1,0,Yes,No,run,"right,guard,right,guard"
-10,60,11/12/2017,GB,CHI,GB,CHI,home,688,688,688,Half2,0,17,4,2,0,No,No,pass,"short,left,short,left"
3,75,11/12/2017,CHI,CHI,GB,GB,away,639,639,639,Half2,0,18,4,1,0,Yes,No,pass,"deep,right,deep,right"
3,57,11/12/2017,CHI,CHI,GB,GB,away,601,601,601,Half2,0,18,4,1,0,Yes,No,run,"left,guard,left,guard"
3,51,11/12/2017,CHI,CHI,GB,GB,away,562,562,562,Half2,0,18,4,2,0,Yes,No,run,"left,tackle,left,tackle"
3,45,11/12/2017,CHI,CHI,GB,GB,away,526,526,526,Half2,0,18,4,1,0,No,No,run,"left,tackle,left,tackle"
